,Unnamed: 0,EIN,NAME,ICO,SORT_NAME,domain_url
0,62,10595450.0,VISITATION HOUSE INC,% EVELYN LINDQUIST,,https://www.visitationhouse.org/
1,78,10628266.0,BUILDING FUTURES INC,% PAUL J GIORGIO,,http://www.bfiwha.org/
2,1085,41988530.0,WORCESTER ART MUSEUM,% DIRECTOR,,https://www.worcesterart.org/
3,1090,41988955.0,WORCESTER COUNTY MECHANICS ASSOCIATION,% MECHANICS HALL,,https://mechanicshall.org
4,1325,42103652.0,AMERICAN ANTIQUARIAN SOCIETY,% CAROL ANN MACKEY,,https://www.americanantiquarian.org/
5,1363,42103803.0,JEWISH HEALTHCARE CENTER INC,% EMILY BOMBA,,https://www.jhccenter.org/
6,1372,42103825.0,VNA CARE NETWORK INC,% CRYSTAL WELLWOOD,,https://vnacare.org/
7,1384,42103856.0,GIRL SCOUTS OF CENTRAL AND WESTERN MASSACHUSETTS INC,% GIRL,,https://www.gscwm.org/
8,1389,42103867.0,EASTER SEALS MASSACHUSETTS INC,,,https://www.easterseals.com
9,1432,42104017.0,UNITED WAY OF CENTRAL MASSACHUSETTS INC,% JAMES HAYES,,https://unitedwaycm.org/
10,1482,42104239.0,FRIENDLY HOUSE INC,% DELIA BELTRE,,https://www.friendlyhousema.org/
11,1546,42104363.0,JEWISH FEDERATION OF CENTRAL MASSACHUSETTS INC,% EDIE RYAN,,https://www.jewishcentralmass.org/
12,1563,42104414.0,ODD FELLOWS HOME OF MASSACHUSETTS,% SUSAN CUSSON BREND BYRON,,https://oddfellowshome.com/
13,1683,42105800.0,VISITING NURSE ASSOCIATION OF BOSTON INC,% CRYSTAL WELLWOOD,,https://vnacare.org/
14,1697,42105851.0,BOYS AND GIRLS CLUB OF WORCESTER,% KATIE ROY,,https://www.bgcworcester.org/
15,1702,42105859.0,WORCESTER CENTER FOR CRAFTS INC,% BRIAN RESTREPO,,https://worcestercraftcenter.org/
16,1704,42105868.0,WORCESTER NATURAL HISTORY SOCIETY,,,https://ecotarium.org
17,1705,42105873.0,YWCA CENTRAL MASSACHUSETTS INC,,,https://ywcacm.org/
18,1711,42105885.0,YOUNG MENS CHRISTIAN ASSOCIATION OF WORCESTER,% YMCA,,https://www.ymcaofcm.org/
19,1941,42123666.0,GIRLS INCORPORATED OF WORCESTER,% TAMMY BROWN,,https://www.girlsincworcester.org/
20,2024,42133874.0,EDWARD STREET DAY CARE CENTER INC,% EVE GILMORE,,https://www.edwardstreet.org/
21,2211,42171207.0,MUSIC WORCESTER INC,% GRKB,,https://www.musicworcester.org/
22,2283,42195415.0,JUNIOR LEAGUE OF WORCESTER INC,,,https://jlwma.org/
23,2697,42309329.0,REGATTA POINT COMMUNITY SAILING INC,,,https://regattapoint.org/
24,2751,42317926.0,BIG BROTHERS BIG SISTERS OF CENTRAL MASS METROWEST INC,% BEN TICHO,,https://bbbscm.org/
25,2875,42382160.0,WORCESTER COMMUNITY ACTION COUNCIL INC,% FINANCE DEPARTMENT,,https://wcac.net/
26,2971,42418109.0,ADCARE EDUCATIONAL INSTITUTE INC,,,https://adcare-educational.org/
27,3074,42446242.0,COMMUNITY LEGAL AID INC,,,https://communitylegal.org/
28,3096,42449880.0,WEBSTER SQUARE DAY CARE CENTER INC,,,https://www.webstersquaredaycarecenter.org/
29,3115,42453851.0,PERNET FAMILY HEALTH SERVICE INC,,,https://www.pernetfamilyhealth.org/
30,3117,42454675.0,RCAP SOLUTIONS INC,,,https://www.rcapsolutions.org/
31,3189,42470999.0,WORCESTER YOUTH ORCHESTRAS INC,% TREASURER,,http://www.worcesteryouthorchestras.org/
32,3226,42478978.0,SPECTRUM HEALTH SYSTEMS INC,,,https://www.spectrumhealthsystems.org/
33,3247,42484586.0,WORCESTER COMPREHENSIVE CHILD CARE SERVICES INC,% RICHARD C CHOUINARD,,https://www.worcestercomprehensive.org/
34,3255,42485308.0,FAMILY HEALTH CENTER OF WORCESTER INC,,,https://fhcw.org/
35,3322,42500578.0,WICN PUBLIC RADIO INC,% KATE TRAVELINE,,https://wicn.org/
36,3363,42507815.0,RAINBOW CHILD DEVELOPMENT CENTER INC,,,https://rainbowcdc.com/
37,3392,42513817.0,EDWARD M KENNEDY COMMUNITY HEALTH CENTER INC,% LEO AUDETTE CFO,,https://www.kennedychc.org/
38,3455,42531428.0,MY CHOICE PROGRAMS INC,,,https://www.mychoiceprograms.com/
39,3503,42545221.0,ELDER SERVICES OF WORCESTER AREA INC,% MARY BALTRAMAITIS,,https://eswa.org/
40,3586,42564426.0,CENTER FOR LIVING & WORKING INC,% KRISTINA COURNOYER,,https://www.centerlw.org/
41,3601,42572276.0,GREATER WORCESTER COMMUNITY FOUNDATION INC,% JOANNE REEGAN,,https://greaterworcester.org/
42,3710,42584084.0,WORCESTER AREA INTERGROUP INC,,,https://aaworcester.org/
43,3732,42587863.0,OPEN SKY COMMUNITY SERVICES INC,,,https://www.openskycs.org/
44,4169,42630078.0,NORTH CENTRAL HUMAN SERVICES INC,,,https://doctor.webmd.com
45,4358,42650517.0,BAR ADVOCATES OF WORCESTER COUNTY INC,,,https://www.publiccounsel.net
46,4388,42652922.0,TRAINING RESOURCES OF AMERICA INC,% MARY GLEASON,,https://www.tra-inc.org/
47,4641,42675801.0,WORCESTER JEWISH COMMUNITY HOUSING FOR THE ELDERLY INC,,,https://www.dnb.com
48,4875,42696489.0,SALEM COMMUNITY CORP,% BRENDA STANIKMAS,,https://www.dnb.com
49,5070,42711865.0,CASA PROJECT INC,% MARY SACKSTEDER,,https://www.thecasaproject.org/
50,5302,42734584.0,PATHWAYS FOR CHANGE INC,% VERNA KOSIBA,,https://pathwaysforchange.help/
51,5332,42737968.0,JUNIOR CRUSADERS YOUTH HOCKEY ASSOCIATION INC,,,https://jrcrusadershockey.com/
52,5593,42761051.0,ILLYRIAN GARDENS INC,,,https://www.apartments.com
53,5603,42761752.0,BY THE WAY INC,,,https://www.bythewaycom.org/
54,5707,42768202.0,ARTSWORCESTER,,ARTS WORCESTER,https://artsworcester.org/
55,5788,42775264.0,CENTRAL MASSACHUSETTS AREA,% JOANNE CALISTA,,https://en.wikipedia.org
56,5876,42781134.0,PROBLEM PREGNANCY OF WORCESTER INC,% MARGARET SPARKS PRES,,https://problempregnancy.org/
57,5975,42791448.0,CENTRAL MASSACHUSETTS HOUSING ALLIANCE INC,% MARY DALY,,https://www.cmhaonline.org/
58,6010,42794849.0,VNA CARE NETWORK INC,% CRYSTAL WELLWOOD,,https://vnacare.org/
59,6012,42795195.0,MENTAL HEALTH CENTER HOUSING INC,,,https://www.causeiq.com
60,6042,42799669.0,HUBBARDSTON ELDERLY HOUSING INC,% RCAP SOLUTIONS INC,,https://www.massaccesshousingregistry.org
61,6043,42799671.0,HOUSING FOR ROCKDALE ELDERS INC,% RCAP SOLUTIONS INC,,https://projects.propublica.org
62,6327,42880108.0,VNA CARE MANAGEMENT RESOURCES INC,% CRYSTAL WELLWOOD,,https://vnacare.org/
63,6333,42880644.0,WHY ME INC,% TERENCE J SHEPHERD,,https://whyme.org/
64,6446,42901298.0,WORCESTER REGIONAL RESEARCH BUREAU INC,% ROBERTA SCHAEFFER,,https://www.wrrb.org/
65,6519,42921313.0,THE JEWISH HOME FOR AGED FOUNDATION INC,% SUMNER SILVER,,https://www.jhccenter.org/
66,6526,42921465.0,MAIN SOUTH COMMUNITY DEVELOPMENT CORPORATION,% CARMEN VALLE,,https://www.mainsouthcdc.org/
67,6672,42943796.0,GODDARD HOMESTEAD INC,,,https://goddardhomestead.org/
68,6724,42953171.0,VNA CARE ADVANTAGE INC,% CRYSTAL WELLWOOD,,https://vnacare.org/
69,6804,42970467.0,AIDS PROJECT WORCESTER INC,,,https://www.aidsprojectworcester.org/
70,6886,42983234.0,GENESIS CLUB HOUSE INC,% JOSEPH BALDASSARRE,,https://www.genesisclub.org/
71,6900,42985201.0,PARK SPIRIT OF WORCESTER INC,% RICKY MILLER,,https://www.parkspirit.org/
72,7235,43041438.0,EASTERN ORTHODOX MANAGEMENT CORP,% STEPHEN FOTOS,,https://www.guidestar.org
73,7476,43078401.0,MASSACHUSETTS ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN INC,,,https://www.maaeyc.org/
74,7643,43098024.0,VETERANS INC,% VETE,,https://www.veteransinc.org/
75,7724,43103694.0,STRAIGHT AHEAD MINISTRIES INC,% NORMAN LEDUC,,https://www.straightahead.org/
76,7782,43108782.0,NOTRE DAME HEALTH CARE CENTER INC,% KAREN LAGANELLI,,https://www.notredamehealthcare.org/
77,7859,43117161.0,EL BUEN SAMARITANO FOOD PROGRAM INC,% OSIRIS REYES,,https://volunteer.unitedwaycm.org
78,8271,43158699.0,WORCESTER INTERFAITH,% FRANK KARTHEISER,,https://www.worcesterinterfaith.com/
79,8407,43169847.0,SCHOLARSHIP FUND OF WORCESTER DISTRICT MEDICAL SOCIETY,,,https://www.wdms.org
80,8756,43204139.0,UPSALA ELDER HOUSING CORPORATION,% HARRIET LEBOW,,https://www.housingworks.net
81,8842,43211678.0,MEYERS PRIMARY CARE INSTITUTE INC,% MR BEN PRINCE,,https://www.guidestar.org
82,8901,43217872.0,VNA CARE HOSPICE INC,% CRYSTAL WELLWOOD,,https://vnacare.org/
83,9193,43245867.0,WORCESTER YOUTH CENTER INC,% SAMUEL MARTIN,,https://worcesteryouthcenter.org/
84,9353,43259150.0,URBAN MISSIONARIES OF OUR LADY OF HOPE INC,% KATHLEEN DOYLE,URBAN MISSIONARIES OF OUR LADY,https://www.urbanmissionaries.com/
85,9605,43279196.0,FRIENDS OF WORCESTERS SENIOR CENTER INC,,,https://www.worcesterma.gov
86,9618,43280116.0,WORCESTER EAST SIDE COMMUNITY DEVELOPMENT CORPORATION,,,http://www.worcestereastsidecdc.org/
87,9776,43291646.0,WORCESTER NEW HORIZONS INC,,,https://www.housingworks.net
88,10070,43319920.0,LEARNING FIRST FOUNDATION INC,% DARRELL GIBBS,,https://learningfirstfoundation.org/
89,10110,43323502.0,JHC ASSISTED LIVING CORP,% EMILY BOMBA,,https://www.jhccenter.org
90,10291,43338778.0,CHARLES HOUSTON CULTURAL PROJECT INC,,,http://www.nonprofitfacts.com
91,10731,43393955.0,SOUTHEAST ASIAN COALITION OF CENTRAL MASS INC,,,http://www.seacma.org/
92,10857,43402302.0,MT VERNON HOUSING INC,% LIPTON CENTER,,https://www.manta.com
93,10978,43412812.0,CANINES FOR DISABLED KIDS INC,,,https://caninesforkids.org/
94,11037,43419625.0,CHS OF WORCESTER INC,% DAVID R LINCOLN,ST MARY HEALTH CARE CENTER,https://www.stmaryhc.com/
95,11374,43453609.0,FLAGG STREET SCHOOL PARENT TEACHER GROUP,,,https://flaggstptg.org/
96,11418,43459369.0,FIRST FRIENDS DAYCARE INC,% SHANNON LAFOUNTAIN,,https://firstfriendschildcare.org/
97,11558,43473545.0,OUR DEAF SURVIVORS CENTER INC,% SUSAN PHILIP,,https://www.odscunity.org/
98,11797,43492520.0,NIPMUC INDIAN DEVELOPMENT CORP INC,,,https://nippi.org/
99,12083,43519488.0,AUDIO JOURNAL INC,% MARY FRANDSEN,,https://tunein.com
100,12101,43520478.0,ADCARE EDUCATIONAL INSTITUTE OF MAINE INC,% PATRICE M MUCHOWSKI,,https://adcareme.org/
101,12123,43521743.0,HEALTH FOUNDATION FUND INC,% JANICE B YOST PRESIDENT,,https://hfcm.org/
102,12250,43532986.0,CLEARWAY CLINIC INC,% MARLA H COLLINSKIMBERLEE ALDRICH,,https://clearwayclinic.com/
103,12943,43708585.0,ATTACHMENT INSTITUTE OF NEW ENGLAND INC,,,https://www.attachmentnewengland.com/
104,13232,46039281.0,WORCESTER DISTRICT MEDICAL SOCIETY,,,https://www.wdms.org/
105,14171,46115345.0,WORCESTER COUNTY LIGHT OPERA CLUB,,,https://www.wcloc.org/
106,14697,46156609.0,WORCESTER GARDEN CLUB INC,,,https://www.worcestergardenclub.org/
107,15151,46364350.0,REGIONAL ENVIRONMENTAL COUNCIL INC,,,https://www.recworcester.org/
108,15631,50521735.0,WORCESTER CENTER FOR PERFORMING ARTS INC,% JANINE DILIBERTO,,https://thehanovertheatre.org/
109,16287,141970474.0,AFRICAN COMMUNITY EDUCATION PROGRAM,% OLGA VALDMAN,,https://www.africancommunityeducation.org/
110,16569,200816574.0,MASSEQUALITY EDUCATION FUND ORG INC,% KAREN WHEELER,,https://massequality.org/
111,16773,201727883.0,NEW GARDEN PARK INC,,,https://www.thewbdc.com
112,16891,202148447.0,WORCESTER HIBERNIAN CULTURAL FOUNDATION INC,% KEVIN CARROLL,,https://www.creativeground.org
113,16979,202649211.0,SKYLINE TECHNICAL FUND INC,% EDWIND B COGHLIN JR,,https://www.guidestar.org
114,17134,203387309.0,BET SHALOM I INC,,,https://www.jewishcentralmass.org
115,17366,204369375.0,RUTLAND VOLUNTEER FIRE BRIGADE INC,,,https://www.rutlandfirebrigade.org/
116,17557,205359235.0,LATIN AMERICAN HEALTH ALLIANCE OFCENTRAL MASSACHUSETTS INC,% JANE CAOLA,,https://www.lahaworc.org/
117,17614,205660521.0,RCAP SOLUTIONS FINANCIAL SERVICESINC,% DONNA R WARSHAW,KAREN A KOLLER MBR,https://www.rcapsolutions.org/
118,17876,208538873.0,WORCESTER CHAMBER MUSIC SOCIETY INC,,,https://worcesterchambermusic.org/
119,18447,222567080.0,JEREMIAHS INN INC,,,https://www.samhsa.gov
120,18522,222583590.0,HABITAT FOR HUMANITY METROWEST - GREATER WORCESTER INC,% LAURIE BELTON,,https://www.habitatmwgw.org/
121,18603,222619885.0,TOWNSEND ELDERLY RESIDENCES INC,,,https://www.guidestar.org
122,18634,222636406.0,MASSACHUSETTS BIOMEDICAL INITIATIVES,,,https://mbi.bio/
123,18679,222675978.0,C W MARS INC,,,https://www.cwmars.org/
124,18732,222719744.0,WORCESTER COMMUNITY HOUSING RESOURCES INC,% BETTY ASKEW CHEVIOT,,https://www.wchr.org/
125,18745,222730561.0,WORCESTER COUNTY SAINT PATRICKS PARADE INC,,,https://stpatsparade.com/
126,18861,222809776.0,MOUNT CARMEL HOUSING INC,,,https://www.maloneyproperties.com
127,18888,222827292.0,WEBSTER HOUSING FOR THE ELDERLY INC,% RCAP SOLUTIONS INC,,https://www.webster-ma.gov
128,18891,222831170.0,GROTON AFFORDABLE HOUSING INC,,,https://www.grotonma.gov
129,18917,222857318.0,GREATER WORCESTER LAND TRUST INC,,,https://www.gwlt.org/
130,19062,222967513.0,MATTHEW 25 INC,% REVEREND FRED ENMAN SJ,,https://www.matt25.org/
131,19079,222976657.0,WORCESTER COMMON GROUND INC,% KATHY LAPORTE,,https://www.wcgcdc.org/
132,19408,223149254.0,SAND STEW INC,,,https://www.guidestar.org
133,19482,223196624.0,CHRISTOPHER HOUSE INC,% GREGORY J WALSH,,https://www.christopherhouse.com/
134,19966,237055676.0,MASSACHUESETTS EDUCATION AND CAREER OPPORTUNTIES INC,% DOT DAOUST,,https://www.massedco.org/
135,20013,237073959.0,PRESERVATION WORCESTER INC,% DEBORAH PACKARD,,https://www.preservationworcester.org/
136,20620,237209653.0,PHI KAPPA THETA NATIONAL FOUNDATION,% KENNETH HEYS,,https://www.phikapfoundation.org/
137,20722,237247980.0,WCUW INC,,,https://wcuw.org/
138,21048,237377080.0,UNION SAINT JEAN BAPTISTE SAINT JEAN BAPTISTE EDUCATIONAL FOUNDATI,,,https://www.sjbef.org/
139,21067,237385576.0,LUPUS FOUNDATION OF NEW ENGLAND INC,,,https://lupusne.org/
140,21176,237442369.0,FALLON COMMUNITY HEALTH PLAN INC,% ELIZABETH CREAVIN,,https://fallonhealth.org/
141,21501,260119252.0,MULTICULTURAL WELLNESS CENTER,% MULT,,https://multiculturalwellness.org/
142,21577,260492878.0,VALLEYCAST INC,,,https://www.openskycs.org
143,21778,261506890.0,CULTURAL CENTER HRISOHORAFITON ALEXANDER THE GREAT INC,% RHODA V MITKONIS,,https://www.guidestar.org
144,22048,262521865.0,INTERNATIONAL SOCIETY OF VACCINES INC,% SHAN LU - LRB 304,,https://isv-online.org/
145,22212,263147883.0,TEAMSTERS UNION LOCAL 170 SCHOLARSHIP FUND,,,https://teamsterlocal170.com
146,22215,263168663.0,DRESS FOR SUCCESS WORCESTER INC,,,https://worcester.dressforsuccess.org/
147,22391,263768711.0,WAKE UP NARCOLEPSY INC,% WAKE UP NARCOLEPSY,,https://www.wakeupnarcolepsy.org/
148,22977,271189816.0,WASHBURN PARK INC,% JEFFREY SOLOMON,,https://www.savebuzzardsbay.org
149,23185,271857525.0,BE LIKE BRIT FOUNDATION INC,% CHERYLANN GENGEL,,https://belikebrit.org/
150,23216,271946611.0,BOXER RESCUE INC,% LISA BARKER,,https://theboxerrescue.org/
151,23266,272179313.0,VILLAGE AFROCENTRIC CULTURAL CENTER INC,,,https://www.instagram.com
152,23283,272242207.0,RUTLAND YOUTH SOCCER INC,% FLETCHER TILTON PC,,https://www.rutlandyouthsoccer.org/
153,23417,272819456.0,WORCESTER CHILDRENS CHORUS INC,% PHILIP MONTGOMERY,,https://worcesterchildrenschorus.org/
154,23447,272939066.0,YES WE CARE,% ELIZABETH A WHITE,,https://www.yeswecarema.org/
155,23753,273841761.0,JUNIOR RAILERS HOCKEY CLUB INC,% LEAGUE PRESIDENT,,https://www.juniorrailers.com/
156,23939,274555998.0,PROJECT NEW HOPE INC,% WILLIAM H MOORE,,https://www.projectnewhopema.org/
157,24363,300707429.0,WORKING FOR WORCESTER INC,% JEFFREY REPPUCCI,,https://www.workingforworcester.com/
158,24443,301101287.0,WELCOMING ALLIANCE FOR REFUGEE MINISTRY WARM INC,,,https://www.warmwelcoming.org
159,24604,311727629.0,BOLTON SENIOR HOUSING CORPORATION,% RCAP SOLUTIONS INC,,https://www.townofbolton.com
160,25011,352526476.0,NE BEHAVIORAL HEALTH INC,,NE RECOVERY CENTER,https://nehs.transformationsnetwork.com/
161,25103,364361397.0,SOCIETY FOR BUSINESS ETHICS,,,https://sbeonline.org/
162,25623,412277836.0,ATWOOD ELDER HOUSING INC,% RACP SOLUTIONS INC,,https://www.guidestar.org
163,25760,432112329.0,G S T S ALUMNI ASSOCIATION OF NORTH AMERICA,,OLD BOYS ASSOCIATION,https://www.gstsnorthamerica.com/
164,26418,454305077.0,VEGFEST INC,,,https://vegfest.org/
165,26575,454898631.0,DIGITAL COMMONWEALTH INC,,,https://www.digitalcommonwealth.org/
166,26755,455501030.0,BOX 4 SPECIAL SERVICES CANTEEN ASSOCIATION INC,% STEVEN FAVULLI,,http://worcesterbox4.org/
167,26830,460592504.0,NORTHEAST ASSOCIATION OF COLLEGE AND UNIVERSITY HOUSING OFFICERS IN,,,https://www.neacuho.org
168,26995,461129772.0,VENTURE FORUM INC,% RICHARD POWELL,,https://www.theventureforum.org/
169,27239,461874309.0,MAGDALENE COLLEGE FOUNDATION,% CHAPEL & YORK,,http://www.magd.cam.ac.uk
170,27534,462987628.0,METRO SWAT OFFICERS ASSOCIATION INC,% MICHAEL GILLIATT,,https://www.buzzfile.com
171,27612,463296297.0,TECHNOCOPIA CO,% NICHOLAS L BOLD,TECHNOCOPIA,https://technocopia.org/
172,27911,464361938.0,HEARTWELL INSTITUTE INC,% ZAYDA VALLEJO,,https://www.heartwellinstitute.org/
173,28003,464753685.0,HIGHER EDUCTION CONSORTIUM OF CENTRAL MASSACHUSETTS INC,,,https://www.heccma.org/
174,28088,465075963.0,365Z FOUNDATION INC,,,https://www.365z.org/
175,28523,471570314.0,ORGANIZATION FOR NONPROFIT EXCELLENCE INC,% MIKE PECKAR,,https://www.1worcester.org/
176,28659,471964125.0,CENTRAL MASS GROWN,% CMRPC,,https://www.centralmassgrown.org/
177,29113,473600849.0,MUSTARD SEED CATHOLIC WORKER COMMUNITY INC,% JO MASSARELLI,,https://mustardseedcw.org/
178,29434,474551070.0,RENDER CREATIVE INC,,,https://animatingdemocracy.org
179,29534,474900810.0,NEW AMERICANS COMMUNITY DEVELOPMENT CORPORATION,% ROBERT L THOMAS,,https://newamericanscdc.org/
180,29602,475176210.0,ACS 22-24 NUTTING AVENUE,% ANDREW MANGELS,,https://www.zillow.com
181,29608,475208674.0,COMMUNITIES LIVING AMONG WILDLIFE SUSTAINABLY CONSERVANCY INC,% ANDREW STEIN,CLAWS CONSERVANCY,http://www.clawsconservancy.org/
182,30352,542075825.0,DISMAS HOUSE OF MASSACHUSETTS INC,% DAVID MCMAHON,,https://www.dismasisfamily.org/
183,30510,562305098.0,35 CATHERINE STREET INC,% RONALD CORMIER,,https://www.zillow.com
184,30598,562522670.0,WORCESTER EDUCATIONAL DEVELOPMENT FOUNDATION INC,% STEPHEN E MILLS,,https://wedfwps.org/
185,31762,810840289.0,MUSLIM COMMUNITY LINK INC,% MOHAMMAD SHAHBAZ ALI SOOFI,,https://grassrootsfund.org
186,32028,812009356.0,JOYGURU HUMANITARIAN SERVICES INC,% SARYA B MITRA,,https://joyguru.org/
187,32149,812613929.0,CREATIVE HUB WORCESTER INC,,,https://creativehubworcester.org/
188,32163,812649552.0,STAR INTERNATIONAL CHARITY FOUNDATI ON INC,% STELLA NWOGBO,,https://opencorporates.com
189,32361,813452231.0,LETS EMPOWER ADVOCATE AND DO INC,,LEAD INC,https://www.leadnow.org/
190,32832,815010462.0,WORCESTER CULTURAL COALITION INC,% ERIN WILLIAMS,,https://worcesterculture.org/
191,32871,815178390.0,WORCESTER PUBLIC MARKET INC,,,https://www.worcesterpublicmarket.org/
192,33264,821711537.0,FIRST HELP,,,https://samaritanshope.org/
193,33570,822776703.0,GIVE 2 THOSE INC,% BAKER BRAVERMAN & BARBADORO,,https://www.give2those.org/
194,33696,823105158.0,MS SOLUTIONS,,,https://www.mssolutions.org/
195,33716,823189873.0,PROJECT TO ADVANCE STENOGRAPHIC REPORTING INC,% JAMES DECRESCENZO,PROJECT STENO,https://projectsteno.org/
196,34099,824456424.0,LEGENDARY LEGACIES INC,,,https://legendlegacy.org/
197,34172,824747202.0,STUDIO THEATRE WORCESTER INC,,,https://www.studiotheatreworcester.org/
198,34529,830876779.0,NET OF COMPASSION CORP,,,https://www.netofcompassion.org/
199,35050,832579704.0,PAWSITIVELY 4 PINK,,,https://pawsitively4pink.org/
200,35151,832860571.0,DOWNTOWN WORCESTER BUSINESS IMPROVEMENT DISTRICT INC,,,https://www.downtownworcester.org/
201,35560,834467250.0,THE SHINE INITIATIVE INC,% FRED KAELIN,,https://www.shineinitiative.org/
202,36113,843190028.0,SHREWSBURY STREET COLUMBUS DAY PARADE INC,% STEVEN CHRISTY,,https://www.shrewsburystcolumbusparade.com/
203,37630,861192489.0,VESSEL SKATEPARK INC,% STEPHEN SHOGE,,https://vesselskate.com/
204,38734,872650254.0,NEW ENGLAND CENTER FOR FAMILY CONNECTION INC,,,https://www.centerforfamilyconnection.org/
205,40243,900542706.0,WORCLAB INC,% JOSEPH BUSH,,https://worclab.org/
